topic,link,domain,published_date,title,lang,cleaned_title,sentiment_score,sentiment
WORLD,https://bulletinline.com/2020/08/12/united-arab-emirates-uae-container-glass-market-size-2020-share-global-industry-growth-business-statistics-top-leaders-competitive-landscape-forecast-to-2024/,bulletinline.com,2020-08-12 15:42:00,"United Arab Emirates (UAE) Container Glass Market Size 2020, Share, Global Industry Growth, Business Statistics, Top Leaders, Competitive Landscape, Forecast to 2024",en,united arab emirates uae container glass market size 2020 share global industry growth business statistics top leaders competitive landscape forecast to 2024,0.8442,Positive
TECHNOLOGY,https://www.adexchanger.com/mobile/3-ways-apple-is-throwing-its-weight-around-the-ad-industry/,adexchanger.com,2020-08-14 04:35:00,3 Ways Apple Is Throwing Its Weight Around The Ad Industry,en,3 ways apple is throwing its weight around the ad industry,0.0,Neutral
HEALTH,https://galusaustralis.com/2020/08/792231/coronavirus-impact-editon-of-biological-product-manufacturing-coronavirus-impact-editon-of-future-development-top-manufacturers-technological-advancement-share-size-and-forecast-novartis-f-hoffma/,galusaustralis.com,2020-08-08 13:15:37,"Coronavirus Impact Editon of Biological Product Manufacturing Coronavirus Impact Editon of Future Development, Top Manufacturers, Technological Advancement, Share, Size and Forecast Novartis, F.Hoffmann La Roche, Merck, Bayer, Lonza",en,coronavirus impact editon of biological product manufacturing coronavirus impact editon of future development top manufacturers technological advancement share size and forecast novartis fhoffmann la roche merck bayer lonza,0.4588,Positive
TECHNOLOGY,https://carbuzz.com/news/2021-bmw-4-series-convertible-looks-production-ready,carbuzz.com,2020-08-16 23:10:32,2021 BMW 4 Series Convertible Looks Production Ready,en,2021 bmw 4 series convertible looks production ready,0.3612,Positive
TECHNOLOGY,https://www.somagnews.com/farewell-to-laptops-leaving-the-industry-after-35-years/,somagnews.com,2020-08-10 16:46:00,Farewell to laptops: leaving the industry after 35 years,en,farewell to laptops leaving the industry after 35 years,0.0,Neutral
TECHNOLOGY,https://www.videogameschronicle.com/news/capcom-has-indicated-its-not-surprised-by-resident-evil-3s-sales-decline/,videogameschronicle.com,2020-08-12 09:41:00,Capcom indicates it’s not surprised by Resident Evil 3’s sales decline,en,capcom indicates its not surprised by resident evil 3s sales decline,-0.7241,Negative
TECHNOLOGY,https://bgr.com/2020/08/12/iphone-11-sales-coronavirus-pandemic-samsung/,bgr.com,2020-08-12 21:38:00,The iPhone is still breaking sales records during the pandemic,en,the iphone is still breaking sales records during the pandemic,0.0,Neutral
WORLD,https://www.soyacincau.com/2020/08/17/donald-trump-wechat-tiktok-ban-affect-sales-apple-iphone/,soyacincau.com,2020-08-17 06:57:46,"Trump replies, ""whatever"" when asked if WeChat ban will affect iPhone sales",en,trump replies whatever when asked if wechat ban will affect iphone sales,-0.5574,Negative
HEALTH,https://www.aumanufacturing.com.au/canberra-moves-to-bosst-local-vaccine-production,aumanufacturing.com.au,2020-08-11 05:52:00,Canberra moves to boost local vaccine production – Australian Manufacturing Forum,en,canberra moves to boost local vaccine production  australian manufacturing forum,0.4019,Positive
WORLD,https://tass.com/world/1189693,tass.com,2020-08-13 07:00:00,Belarusian factory workers hold mass rallies against violence,en,belarusian factory workers hold mass rallies against violence,-0.6249,Negative
TECHNOLOGY,https://www.telegraph.co.uk/technology/2020/08/10/apple-blow-apart-online-advertising-industry/,telegraph.co.uk,2020-08-10 05:00:00,Why Apple is about to turn the iPhone app industry upside down,en,why apple is about to turn the iphone app industry upside down,0.0,Neutral
WORLD,https://www.chiangraitimes.com/tourism/thailands-hotels-and-tourism-industry-urged-to-end-dual-pricing/,chiangraitimes.com,2020-08-05 00:22:30,Thailand’s Hotels and Tourism Industry Urged to End Dual Pricing,en,thailands hotels and tourism industry urged to end dual pricing,0.0,Neutral
WORLD,https://fortune.com/2020/08/16/covid-south-africa-tobacco-ban-coronavirus/,fortune.com,2020-08-16 10:00:00,This country banned tobacco sales to fight COVID-19. The result was a crime wave,en,this country banned tobacco sales to fight covid19 the result was a crime wave,-0.8442,Negative
HEALTH,https://news.yahoo.com/clues-virus-reproduction-mystery-non-182323204.html,news.yahoo.com,2020-08-07 18:23:00,New clues on virus reproduction mystery; non-COVID vaccines may help,en,new clues on virus reproduction mystery noncovid vaccines may help,0.4019,Positive
HEALTH,https://primefeed.in/news/3881334/wireless-headsets-market-size-2020-explosive-factors-of-revenue-by-major-manufacturers-listed-in-industry-are-apple-bose-lg-sony-samsung-logitech/,primefeed.in,2020-08-06 09:35:00,"Wireless Headsets Market Size 2020 Explosive Factors of Revenue by Major Manufacturers listed in Industry are- Apple, Bose, LG., SONY, SAMSUNG, Logitech",en,wireless headsets market size 2020 explosive factors of revenue by major manufacturers listed in industry are apple bose lg sony samsung logitech,0.0,Neutral
TECHNOLOGY,https://www.fool.com/investing/2020/08/13/intel-announces-new-production-method-that-could-i/,fool.com,2020-08-13 20:35:00,Intel Announces New Production Method That Could Improve Chip Performance by 20%,en,intel announces new production method that could improve chip performance by 20,0.4404,Positive
TECHNOLOGY,https://www.channelnews.com.au/smart-speaker-sales-up-6-under-covid-lockdowns/,channelnews.com.au,2020-08-12 01:23:12,Smart Speaker Sales Up 6% Under COVID Lockdowns – channelnews,en,smart speaker sales up 6 under covid lockdowns  channelnews,0.4019,Positive
HEALTH,https://primefeed.in/market-reports/4318717/data-centre-colocation-market-global-industry-analysis-size-share-growth-latest-trends-and-forecast-2020-2027/,primefeed.in,2020-08-12 15:58:00,"Data Centre Colocation Market- Global Industry Analysis, Size, Share, Growth, Latest Trends, and Forecast (2020 – 2027)",en,data centre colocation market global industry analysis size share growth latest trends and forecast 2020  2027,0.5859,Positive
TECHNOLOGY,https://www.dualshockers.com/console-sales-xbox-series-x-phil-spencer/,dualshockers.com,2020-08-17 14:23:00,Console Sales Aren’t a Goal For Microsoft Says Phil Spencer,en,console sales arent a goal for microsoft says phil spencer,0.0,Neutral
HEALTH,https://www.livemint.com/science/health/amid-covid-19-crisis-flu-shot-makers-see-record-us-production-11597544096523.html,livemint.com,2020-08-16 02:18:55,"Amid covid-19 crisis, flu shot makers see record US production",en,amid covid19 crisis flu shot makers see record us production,-0.7717,Negative
HEALTH,https://www.examinerlive.co.uk/news/west-yorkshire-news/wakefield-council-confirm-coronavirus-outbreak-18745025,examinerlive.co.uk,2020-08-10 14:03:00,Wakefield council confirm coronavirus outbreak at another bed factory in Ossett,en,wakefield council confirm coronavirus outbreak at another bed factory in ossett,0.0,Neutral
HEALTH,https://redandblackonline.com/global-breast-cancer-predictive-genetic-testing-market-worldwide-key-industry-segments-forecast-2020-roche-thermo-fisher-scientific/,redandblackonline.com,2020-08-12 04:34:59,"Global Breast Cancer Predictive Genetic Testing Market Worldwide Key Industry Segments & Forecast 2020 – Roche, Thermo Fisher Scientific",en,global breast cancer predictive genetic testing market worldwide key industry segments  forecast 2020  roche thermo fisher scientific,-0.6597,Negative
WORLD,https://www.politico.com/news/2020/08/12/state-department-weapons-sales-394309,politico.com,2020-08-12 17:53:00,Congressman accuses State Department official of lying about weapons sales,en,congressman accuses state department official of lying about weapons sales,-0.8271,Negative
HEALTH,https://extra.ie/2020/08/14/news/irish-news/carroll-cuisine-co-offaly-reopening-covid-cluster,extra.ie,2020-08-14 13:55:43,Carroll Cuisine’s meat processing factory in Co Offaly to reopen following COVID-19 cluster,en,carroll cuisines meat processing factory in co offaly to reopen following covid19 cluster,0.0,Neutral
TECHNOLOGY,https://www.theverge.com/2020/8/4/21354553/riot-games-burnout-crunch-employees-week-time-off,theverge.com,2020-08-04 21:32:36,Riot Games addresses industry burnout and crunch by giving employees a week off,en,riot games addresses industry burnout and crunch by giving employees a week off,-0.296,Negative
WORLD,https://www.mondaq.com/land-law-agriculture/974812/legal-amendments-affecting-the-sugar-industry-in-tanzania,mondaq.com,2020-08-10 12:08:43,Legal Amendments Affecting The Sugar Industry In Tanzania - Real Estate and Construction - Tanzania,en,legal amendments affecting the sugar industry in tanzania  real estate and construction  tanzania,0.128,Positive
TECHNOLOGY,https://www.theverge.com/2020/8/4/21353786/sony-ps4-sales-q1-earnings-2020,theverge.com,2020-08-04 07:15:02,PS4 software sales spike during the pandemic,en,ps4 software sales spike during the pandemic,0.0,Neutral
HEALTH,https://www.todayonline.com/world/ireland-says-rise-covid-19-reproduction-rate-serious-concern,todayonline.com,2020-08-06 18:30:46,Ireland says rise in COVID-19 reproduction rate 'a serious concern',en,ireland says rise in covid19 reproduction rate a serious concern,-0.0772,Neutral
HEALTH,https://www.theborneopost.com/2020/08/17/flu-shot-makers-see-record-production/,theborneopost.com,2020-08-16 16:09:00,Flu shot makers see record production,en,flu shot makers see record production,-0.3818,Negative
HEALTH,https://citizen.co.za/news/news-world/2342635/amid-covid-19-crisis-flu-shot-makers-see-record-us-production/,citizen.co.za,2020-08-16 13:25:00,"Amid Covid-19 crisis, flu shot makers see record US production",en,amid covid19 crisis flu shot makers see record us production,-0.7717,Negative
HEALTH,https://www.irishpost.com/news/meat-factory-worker-in-kildare-told-not-to-self-isolate-or-risk-losing-job-190586,irishpost.com,2020-08-10 07:40:42,Meat factory worker in Kildare 'told not to self-isolate or risk losing job',en,meat factory worker in kildare told not to selfisolate or risk losing job,-0.5719,Negative
ENTERTAINMENT,https://www.dailymail.co.uk/tvshowbiz/article-8613613/Perri-Kiely-dating-Dancing-Ice-production-assistant-Laura-Smith-competing-show.html,dailymail.co.uk,2020-08-10 23:56:51,Perri Kiely 'is dating Dancing On Ice production assistant Laura Smith after competing on the show',en,perri kiely is dating dancing on ice production assistant laura smith after competing on the show,0.0,Neutral
ENTERTAINMENT,https://sg.news.yahoo.com/covid-outbreak-smith-company-raises-143543041.html,sg.news.yahoo.com,2020-08-14 14:35:00,COVID Outbreak at Will Smith’s Company Raises Questions on Production Restart and Testing,en,covid outbreak at will smiths company raises questions on production restart and testing,0.0,Neutral
TECHNOLOGY,https://syrianews.media/2020/08/04/ps4-software-sales-spike-during-the-pandemic-the-verge/,syrianews.media,2020-08-04 13:57:41,PS4 software sales spike during the pandemic – The Verge – Syria News,en,ps4 software sales spike during the pandemic  the verge  syria news,0.0,Neutral
ENTERTAINMENT,https://www.comingsoon.net/tv/news/1144740-succession-season-3-hoping-to-begin-production-later-this-year,comingsoon.net,2020-08-10 14:32:40,Succession Season 3 Hoping to Begin Production Later This Year,en,succession season 3 hoping to begin production later this year,0.5574,Positive
TECHNOLOGY,https://www.eetasia.com/global-smart-speaker-sales-rose-6-to-30m-units-in-2q20/,eetasia.com,2020-08-12 08:11:01,Global Smart Speaker Sales Rose 6% to 30M Units in 2Q20,en,global smart speaker sales rose 6 to 30m units in 2q20,0.4019,Positive
ENTERTAINMENT,https://www.dailyecho.co.uk/news/18623890.theatre-fans-can-enjoy-sound-west-end---thanks-open-air-production/,dailyecho.co.uk,2020-08-03 04:11:36,Theatre fans can enjoy the sound of the West End once again - thanks to open-air production,en,theatre fans can enjoy the sound of the west end once again  thanks to openair production,0.7269,Positive
ENTERTAINMENT,https://appleinsider.com/articles/20/08/17/production-has-resumed-on-season-two-of-apple-tv-show-for-all-mankind,appleinsider.com,2020-08-17 20:48:39,Production has resumed on season two of Apple TV+ show 'For All Mankind',en,production has resumed on season two of apple tv show for all mankind,0.0,Neutral
TECHNOLOGY,https://www.pushsquare.com/news/2020/08/uk_sales_charts_ghost_of_tsushima_settles_for_second_as_the_last_of_us_2_exits_top_10,pushsquare.com,2020-08-10 08:15:00,UK Sales Charts: Ghost of Tsushima Settles for Second as The Last of Us 2 Exits Top 10,en,uk sales charts ghost of tsushima settles for second as the last of us 2 exits top 10,-0.128,Negative
WORLD,https://ftnnews.com/tours/40073-african-safari-industry-suffering-as-covid-19-restrictions-continue,ftnnews.com,2020-08-17 09:38:34,African Safari Industry Suffering as COVID-19 Restrictions Continue,en,african safari industry suffering as covid19 restrictions continue,-0.4767,Negative
SCIENCE,https://www.miragenews.com/a-watershed-moment-for-us-water-quality/,miragenews.com,2020-08-13 18:07:14,A watershed moment for U.S. water quality,en,a watershed moment for us water quality,0.0,Neutral
ENTERTAINMENT,https://www.ghpage.com/kumasi-hub-ghana-movie-industry-kofi-adjorlolo/144888/,ghpage.com,2020-08-12 05:06:19,Kumasi is the hub of Ghana’s movie industry-Kofi Adjorlolo,en,kumasi is the hub of ghanas movie industrykofi adjorlolo,0.0,Neutral
ENTERTAINMENT,https://deadline.com/2020/08/exile-content-studios-arturo-sampson-alazraki-head-of-production-1203002869/,deadline.com,2020-08-03 21:18:00,Exile Content Studios Hires Arturo Sampson As Head Of Production,en,exile content studios hires arturo sampson as head of production,0.0,Neutral
TECHNOLOGY,https://www.vg247.com/2020/08/13/capcom-70-usd-ps5-xbox-series-x-games/,vg247.com,2020-08-13 10:55:51,Capcom “closely monitoring industry trends” on PS5 and Xbox Series X game prices,en,capcom closely monitoring industry trends on ps5 and xbox series x game prices,0.0,Neutral
ENTERTAINMENT,https://english.jagran.com/entertainment/hollywood-production-house-rs-50-crore-sushant-singh-rajputs-dairy-reveals-his-2020-plan-10015243,english.jagran.com,2020-08-13 14:08:30,"Hollywood, Production house, Rs 50 crore: Sushant Singh Rajput's dairy reveals his 2020 plan",en,hollywood production house rs 50 crore sushant singh rajputs dairy reveals his 2020 plan,0.0,Neutral
TECHNOLOGY,https://hypebeast.com/2020/8/hasselblad-907x-50c-medium-format-mirrorless-camera,hypebeast.com,2020-08-14 10:21:00,Hasselblad Brings the 907X 50C Concept into Production,en,hasselblad brings the 907x 50c concept into production,0.0,Neutral
